species	imgt_gene_id	functionality	gene_definition	allele_count	chromosome	chromosomal_localization	ligm_db_accessions	ncbi_gene_id
Pan troglodytes	TRAV27	F	Pan troglodytes T cell receptor alpha variable 27	1	15		IMGT000279	-
Pan troglodytes	TRAV28	P	Pan troglodytes T cell receptor alpha variable 28	2	15		IMGT000279	-
Pan troglodytes	TRAV29	F	Pan troglodytes T cell receptor alpha variable 29	2	15		IMGT000279	-
Pan troglodytes	TRAV3	F	Pan troglodytes T cell receptor alpha variable 3	1	15		IMGT000279	-
Pan troglodytes	TRAV30	F	Pan troglodytes T cell receptor alpha variable 30	1	15		IMGT000279	-
Pan troglodytes	TRAV31	P	Pan troglodytes T cell receptor alpha variable 31	2	15		IMGT000279	-
Pan troglodytes	TRAV32	P	Pan troglodytes T cell receptor alpha variable 32	1	15		IMGT000279	-
Pan troglodytes	TRAV33	P	Pan troglodytes T cell receptor alpha variable 33	1	15		IMGT000279	-
Pan troglodytes	TRAV34	F	Pan troglodytes T cell receptor alpha variable 34	1	15		IMGT000279	-
Pan troglodytes	TRAV35	F	Pan troglodytes T cell receptor alpha variable 35	1	15		IMGT000279	-
Pan troglodytes	TRAV36	F	Pan troglodytes T cell receptor alpha variable 36	2	15		IMGT000279	-
Pan troglodytes	TRAV37	P	Pan troglodytes T cell receptor alpha variable 37	1	15		IMGT000279	-
Pan troglodytes	TRAV38-1	F	Pan troglodytes T cell receptor alpha variable 38-1	1	15		IMGT000279	-
Pan troglodytes	TRAV38-2	F	Pan troglodytes T cell receptor alpha variable 38-2	1	15		IMGT000279	-
Pan troglodytes	TRAV39	F	Pan troglodytes T cell receptor alpha variable 39	1	15		IMGT000279	-
Pan troglodytes	TRAV4	F	Pan troglodytes T cell receptor alpha variable 4	2	15		IMGT000279	-
Pan troglodytes	TRAV40	F	Pan troglodytes T cell receptor alpha variable 40	1	15		IMGT000279	-
Pan troglodytes	TRAV41	F	Pan troglodytes T cell receptor alpha variable 41	1	15		IMGT000279	-
Pan troglodytes	TRAV46	P	Pan troglodytes T cell receptor alpha variable 46	1	15		IMGT000279	-
Pan troglodytes	TRAV5	F  P	Pan troglodytes T cell receptor alpha variable 5	2	15		IMGT000279	-
Pan troglodytes	TRAV6	F	Pan troglodytes T cell receptor alpha variable 6	1	15		IMGT000279	-
Pan troglodytes	TRAV7	F  P	Pan troglodytes T cell receptor alpha variable 7	2	15		IMGT000279	-
Pan troglodytes	TRAV8-1	F	Pan troglodytes T cell receptor alpha variable 8-1	2	15		IMGT000279	-
Pan troglodytes	TRAV8-2	P	Pan troglodytes T cell receptor alpha variable 8-2	1	15		IMGT000279	-
Pan troglodytes	TRAV8-3	F	Pan troglodytes T cell receptor alpha variable 8-3	1	15		IMGT000279	-
Pan troglodytes	TRAV8-4	F	Pan troglodytes T cell receptor alpha variable 8-4	2	15		IMGT000279	-
Pan troglodytes	TRAV8-5	P	Pan troglodytes T cell receptor alpha variable 8-5	1	15		IMGT000279	-
Pan troglodytes	TRAV8-6	F	Pan troglodytes T cell receptor alpha variable 8-6	1	15		IMGT000279	-
Pan troglodytes	TRAV8-6-1	P	Pan troglodytes T cell receptor alpha variable 8-6-1	2	15		IMGT000279	-
Pan troglodytes	TRAV8-7	F	Pan troglodytes T cell receptor alpha variable 8-7	1	15		IMGT000279	-
Pan troglodytes	TRAV9-1	F  ORF	Pan troglodytes T cell receptor alpha variable 9-1	2	15		IMGT000279	-
Pan troglodytes	TRAV9-2	F	Pan troglodytes T cell receptor alpha variable 9-2	2	15		IMGT000279	-
Pan troglodytes	TRAVA	P	Pan troglodytes T cell receptor alpha variable A	1	15		IMGT000279	-
Pan troglodytes	TRAVB	P	Pan troglodytes T cell receptor alpha variable B	1	15		IMGT000279	-
Pan troglodytes	TRAVC	P	Pan troglodytes T cell receptor alpha variable C	1	15		IMGT000279	-
Pan troglodytes	TRAVD	P	Pan troglodytes T cell receptor alpha variable D	1	15		IMGT000279	-
Pan troglodytes	TRAVE	P	Pan troglodytes T cell receptor alpha variable E	1	15		IMGT000279	-
Pan troglodytes	TRAVF	P	Pan troglodytes T cell receptor alpha variable F	1	15		IMGT000279	-
Pan troglodytes	TRAVG	P	Pan troglodytes T cell receptor alpha variable G	3	15		IMGT000279	-
Pan troglodytes	TRDC	F	Pan troglodytes T cell receptor delta constant	1	15		IMGT000279	-
Pan troglodytes	TRDD1	F	Pan troglodytes T cell receptor delta diversity 1	1	15		IMGT000279	-
Pan troglodytes	TRDD2	F	Pan troglodytes T cell receptor delta diversity 2	1	15		IMGT000279	-
Pan troglodytes	TRDD3	F	Pan troglodytes T cell receptor delta diversity 3	1	15		IMGT000279	-
Pan troglodytes	TRDJ1	F	Pan troglodytes T cell receptor delta joining 1	1	15		IMGT000279	-
Pan troglodytes	TRDJ2	F	Pan troglodytes T cell receptor delta joining 2	1	15		IMGT000279	-
Pan troglodytes	TRDJ3	ORF	Pan troglodytes T cell receptor delta joining 3	1	15		IMGT000279	-
Pan troglodytes	TRDJ4	F	Pan troglodytes T cell receptor delta joining 4	1	15		IMGT000279	-
Pan troglodytes	TRDV1	F	Pan troglodytes T cell receptor delta variable 1	2	15		IMGT000279	-
Pan troglodytes	TRDV2	F	Pan troglodytes T cell receptor delta variable 2	1	15		IMGT000279	-
Pan troglodytes	TRDV3	F	Pan troglodytes T cell receptor delta variable 3	2	15		IMGT000279	-
Pan troglodytes	TRGC1	F	Pan troglodytes T cell receptor gamma constant 1	2	6		IMGT000268	-
Pan troglodytes	TRGC2	F	Pan troglodytes T cell receptor gamma constant 2	2	6		IMGT000268	-
Pan troglodytes	TRGJ1	F	Pan troglodytes T cell receptor gamma joining 1	1	6		IMGT000268	-
Pan troglodytes	TRGJ2	F	Pan troglodytes T cell receptor gamma joining 2	1	6		IMGT000268	-
Pan troglodytes	TRGJP	ORF	Pan troglodytes T cell receptor gamma joining P	1	6		IMGT000268	-
Pan troglodytes	TRGJP1	ORF	Pan troglodytes T cell receptor gamma joining P1	1	6		IMGT000268	-
Pan troglodytes	TRGJP2	ORF	Pan troglodytes T cell receptor gamma joining P2	2	6		IMGT000268	-
Pan troglodytes	TRGV1	P	Pan troglodytes T cell receptor gamma variable 1	2	6		IMGT000268	-
Pan troglodytes	TRGV10	ORF	Pan troglodytes T cell receptor gamma variable 10	1	6		IMGT000268	-
Pan troglodytes	TRGV11	ORF	Pan troglodytes T cell receptor gamma variable 11	1	6		IMGT000268	-
Pan troglodytes	TRGV2	F	Pan troglodytes T cell receptor gamma variable 2	2	6		IMGT000268	-
Pan troglodytes	TRGV3	F	Pan troglodytes T cell receptor gamma variable 3	1	6		IMGT000268	-
Pan troglodytes	TRGV4	F	Pan troglodytes T cell receptor gamma variable 4	2	6		IMGT000268	-
Pan troglodytes	TRGV5	F	Pan troglodytes T cell receptor gamma variable 5	2	6		IMGT000268	-
Pan troglodytes	TRGV6	P	Pan troglodytes T cell receptor gamma variable 6	2	6		IMGT000268	-
Pan troglodytes	TRGV7	P	Pan troglodytes T cell receptor gamma variable 7	1	6		IMGT000268	-
Pan troglodytes	TRGV8	F	Pan troglodytes T cell receptor gamma variable 8	1	6		IMGT000268	-
Pan troglodytes	TRGV9	ORF	Pan troglodytes T cell receptor gamma variable 9	1	6		IMGT000268	-
Pan troglodytes	TRGVA	P	Pan troglodytes T cell receptor gamma variable A	2	6		IMGT000268	-
Pan troglodytes	TRGVB	P	Pan troglodytes T cell receptor gamma variable B	2	6		IMGT000268	-
Pongo abelii	TRAC	F	Pongo abelii T cell receptor alpha constant	2	15		IMGT000253	-
Pongo abelii	TRAJ1	P	Pongo abelii T cell receptor alpha joining 1	1	15		IMGT000253	-
Pongo abelii	TRAJ10	F	Pongo abelii T cell receptor alpha joining 10	1	15		IMGT000253	-
Pongo abelii	TRAJ11	F	Pongo abelii T cell receptor alpha joining 11	1	15		IMGT000253	-
Pongo abelii	TRAJ12	F	Pongo abelii T cell receptor alpha joining 12	1	15		IMGT000253	-
Pongo abelii	TRAJ13	F	Pongo abelii T cell receptor alpha joining 13	1	15		IMGT000253	-
Pongo abelii	TRAJ14	F	Pongo abelii T cell receptor alpha joining 14	1	15		IMGT000253	-
Pongo abelii	TRAJ15	F	Pongo abelii T cell receptor alpha joining 15	1	15		IMGT000253	-
Pongo abelii	TRAJ16	ORF	Pongo abelii T cell receptor alpha joining 16	1	15		IMGT000253	-
Pongo abelii	TRAJ17	F	Pongo abelii T cell receptor alpha joining 17	1	15		IMGT000253	-
Pongo abelii	TRAJ18	F	Pongo abelii T cell receptor alpha joining 18	1	15		IMGT000253	-
Pongo abelii	TRAJ19	ORF	Pongo abelii T cell receptor alpha joining 19	1	15		IMGT000253	-
Pongo abelii	TRAJ2	F	Pongo abelii T cell receptor alpha joining 2	1	15		IMGT000253	-
Pongo abelii	TRAJ20	F	Pongo abelii T cell receptor alpha joining 20	1	15		IMGT000253	-
Pongo abelii	TRAJ21	F	Pongo abelii T cell receptor alpha joining 21	1	15		IMGT000253	-
Pongo abelii	TRAJ22	F	Pongo abelii T cell receptor alpha joining 22	2	15		IMGT000253	-
Pongo abelii	TRAJ23	F  ORF	Pongo abelii T cell receptor alpha joining 23	2	15		IMGT000253	-
Pongo abelii	TRAJ24	F	Pongo abelii T cell receptor alpha joining 24	1	15		IMGT000253	-
Pongo abelii	TRAJ25	F	Pongo abelii T cell receptor alpha joining 25	1	15		IMGT000253	-
Pongo abelii	TRAJ26	F	Pongo abelii T cell receptor alpha joining 26	2	15		IMGT000253	-
Pongo abelii	TRAJ27	F	Pongo abelii T cell receptor alpha joining 27	2	15		IMGT000253	-
Pongo abelii	TRAJ28	F	Pongo abelii T cell receptor alpha joining 28	1	15		IMGT000253	-
Pongo abelii	TRAJ29	F	Pongo abelii T cell receptor alpha joining 29	1	15		IMGT000253	-
Pongo abelii	TRAJ3	F	Pongo abelii T cell receptor alpha joining 3	1	15		IMGT000253	-
Pongo abelii	TRAJ30	F	Pongo abelii T cell receptor alpha joining 30	1	15		IMGT000253	-
Pongo abelii	TRAJ31	F	Pongo abelii T cell receptor alpha joining 31	1	15		IMGT000253	-
Pongo abelii	TRAJ32	F	Pongo abelii T cell receptor alpha joining 32	1	15		IMGT000253	-
Pongo abelii	TRAJ33	F	Pongo abelii T cell receptor alpha joining 33	1	15		IMGT000253	-
Pongo abelii	TRAJ34	F	Pongo abelii T cell receptor alpha joining 34	1	15		IMGT000253	-
Pongo abelii	TRAJ35	F	Pongo abelii T cell receptor alpha joining 35	1	15		IMGT000253	-
Pongo abelii	TRAJ36	F	Pongo abelii T cell receptor alpha joining 36	1	15		IMGT000253	-
Pongo abelii	TRAJ37	F	Pongo abelii T cell receptor alpha joining 37	1	15		IMGT000253	-
Pongo abelii	TRAJ38	F	Pongo abelii T cell receptor alpha joining 38	1	15		IMGT000253	-
Pongo abelii	TRAJ39	F	Pongo abelii T cell receptor alpha joining 39	1	15		IMGT000253	-
Pongo abelii	TRAJ4	F	Pongo abelii T cell receptor alpha joining 4	1	15		IMGT000253	-
Pongo abelii	TRAJ40	F	Pongo abelii T cell receptor alpha joining 40	1	15		IMGT000253	-
Pongo abelii	TRAJ41	F	Pongo abelii T cell receptor alpha joining 41	1	15		IMGT000253	-
Pongo abelii	TRAJ42	F	Pongo abelii T cell receptor alpha joining 42	1	15		IMGT000253	-
Pongo abelii	TRAJ43	F	Pongo abelii T cell receptor alpha joining 43	2	15		IMGT000253	-
Pongo abelii	TRAJ44	F	Pongo abelii T cell receptor alpha joining 44	1	15		IMGT000253	-
Pongo abelii	TRAJ45	P	Pongo abelii T cell receptor alpha joining 45	1	15		IMGT000253	-
Pongo abelii	TRAJ46	F	Pongo abelii T cell receptor alpha joining 46	1	15		IMGT000253	-
Pongo abelii	TRAJ47	F	Pongo abelii T cell receptor alpha joining 47	1	15		IMGT000253	-
Pongo abelii	TRAJ48	F	Pongo abelii T cell receptor alpha joining 48	1	15		IMGT000253	-
Pongo abelii	TRAJ49	F	Pongo abelii T cell receptor alpha joining 49	1	15		IMGT000253	-
Pongo abelii	TRAJ5	F	Pongo abelii T cell receptor alpha joining 5	2	15		IMGT000253	-
Pongo abelii	TRAJ50	F	Pongo abelii T cell receptor alpha joining 50	1	15		IMGT000253	-
Pongo abelii	TRAJ51	P	Pongo abelii T cell receptor alpha joining 51	1	15		IMGT000253	-
Pongo abelii	TRAJ52	F	Pongo abelii T cell receptor alpha joining 52	1	15		IMGT000253	-
Pongo abelii	TRAJ53	F	Pongo abelii T cell receptor alpha joining 53	1	15		IMGT000253	-
Pongo abelii	TRAJ54	F	Pongo abelii T cell receptor alpha joining 54	1	15		IMGT000253	-
Pongo abelii	TRAJ55	P	Pongo abelii T cell receptor alpha joining 55	1	15		IMGT000253	-
Pongo abelii	TRAJ56	F	Pongo abelii T cell receptor alpha joining 56	1	15		IMGT000253	-
Pongo abelii	TRAJ57	ORF	Pongo abelii T cell receptor alpha joining 57	1	15		IMGT000253	-
Pongo abelii	TRAJ58	F	Pongo abelii T cell receptor alpha joining 58	1	15		IMGT000253	-
Pongo abelii	TRAJ59	ORF	Pongo abelii T cell receptor alpha joining 59	1	15		IMGT000253	-
Pongo abelii	TRAJ6	F	Pongo abelii T cell receptor alpha joining 6	1	15		IMGT000253	-
Pongo abelii	TRAJ60	P	Pongo abelii T cell receptor alpha joining 60	1	15		IMGT000253	-
Pongo abelii	TRAJ61	P	Pongo abelii T cell receptor alpha joining 61	1	15		IMGT000253	-
Pongo abelii	TRAJ7	F	Pongo abelii T cell receptor alpha joining 7	1	15		IMGT000253	-
Pongo abelii	TRAJ8	F	Pongo abelii T cell receptor alpha joining 8	1	15		IMGT000253	-
Pongo abelii	TRAJ9	F	Pongo abelii T cell receptor alpha joining 9	1	15		IMGT000253	-
Pongo abelii	TRAV1-1	F	Pongo abelii T cell receptor alpha variable 1-1	1	15		IMGT000253	-
Pongo abelii	TRAV1-2	F	Pongo abelii T cell receptor alpha variable 1-2	2	15		IMGT000253	-
Pongo abelii	TRAV10	F	Pongo abelii T cell receptor alpha variable 10	2	15		IMGT000253	-
Pongo abelii	TRAV11-1	ORF  P	Pongo abelii T cell receptor alpha variable 11-1	2	15		IMGT000253	-
Pongo abelii	TRAV11-2	P	Pongo abelii T cell receptor alpha variable 11-2	2	15		IMGT000253	-
Pongo abelii	TRAV12-1	F	Pongo abelii T cell receptor alpha variable 12-1	2	15		IMGT000253	-
Pongo abelii	TRAV12-2	F	Pongo abelii T cell receptor alpha variable 12-2	1	15		IMGT000253	-
Pongo abelii	TRAV12-3	F	Pongo abelii T cell receptor alpha variable 12-3	1	15		IMGT000253	-
Pongo abelii	TRAV13-1	F	Pongo abelii T cell receptor alpha variable 13-1	2	15		IMGT000253	-
Pongo abelii	TRAV13-2	F	Pongo abelii T cell receptor alpha variable 13-2	2	15		IMGT000253	-
Pongo abelii	TRAV14-1	P	Pongo abelii T cell receptor alpha variable 14-1	2	15		IMGT000253	-
Pongo abelii	TRAV14-2	F	Pongo abelii T cell receptor alpha variable 14-2	1	15		IMGT000253	-
Pongo abelii	TRAV15	P	Pongo abelii T cell receptor alpha variable 15	2	15		IMGT000253	-
Pongo abelii	TRAV16	F	Pongo abelii T cell receptor alpha variable 16	1	15		IMGT000253	-
Pongo abelii	TRAV17	F	Pongo abelii T cell receptor alpha variable 17	2	15		IMGT000253	-
Pongo abelii	TRAV18	F	Pongo abelii T cell receptor alpha variable 18	2	15		IMGT000253	-
Pongo abelii	TRAV19	F	Pongo abelii T cell receptor alpha variable 19	1	15		IMGT000253	-
Pongo abelii	TRAV2	ORF  P	Pongo abelii T cell receptor alpha variable 2	2	15		IMGT000253	-
Pongo abelii	TRAV20	P	Pongo abelii T cell receptor alpha variable 20	1	15		IMGT000253	-
Pongo abelii	TRAV21	F	Pongo abelii T cell receptor alpha variable 21	1	15		IMGT000253	-
Pongo abelii	TRAV22	F	Pongo abelii T cell receptor alpha variable 22	1	15		IMGT000253	-
Pongo abelii	TRAV23	F	Pongo abelii T cell receptor alpha variable 23	1	15		IMGT000253	-
Pongo abelii	TRAV24	P	Pongo abelii T cell receptor alpha variable 24	1	15		IMGT000253	-
Pongo abelii	TRAV25	F	Pongo abelii T cell receptor alpha variable 25	1	15		IMGT000253	-
Pongo abelii	TRAV26-1	F	Pongo abelii T cell receptor alpha variable 26-1	1	15		IMGT000253	-
Pongo abelii	TRAV26-2	F	Pongo abelii T cell receptor alpha variable 26-2	1	15		IMGT000253	-
Pongo abelii	TRAV27	F	Pongo abelii T cell receptor alpha variable 27	1	15		IMGT000253	-
Pongo abelii	TRAV28	P	Pongo abelii T cell receptor alpha variable 28	1	15		IMGT000253	-
Pongo abelii	TRAV29	F	Pongo abelii T cell receptor alpha variable 29	1	15		IMGT000253	-
Pongo abelii	TRAV3	F	Pongo abelii T cell receptor alpha variable 3	2	15		IMGT000253	-
Pongo abelii	TRAV30	F	Pongo abelii T cell receptor alpha variable 30	1	15		IMGT000253	-
Pongo abelii	TRAV31	P	Pongo abelii T cell receptor alpha variable 31	1	15		IMGT000253	-
Pongo abelii	TRAV32	P	Pongo abelii T cell receptor alpha variable 32	1	15		IMGT000253	-
Pongo abelii	TRAV33	P	Pongo abelii T cell receptor alpha variable 33	1	15		IMGT000253	-
Pongo abelii	TRAV34	F	Pongo abelii T cell receptor alpha variable 34	1	15		IMGT000253	-
Pongo abelii	TRAV35	F	Pongo abelii T cell receptor alpha variable 35	1	15		IMGT000253	-
Pongo abelii	TRAV36	F	Pongo abelii T cell receptor alpha variable 36	1	15		IMGT000253	-
Pongo abelii	TRAV37	P	Pongo abelii T cell receptor alpha variable 37	1	15		IMGT000253	-
Pongo abelii	TRAV38-1	F	Pongo abelii T cell receptor alpha variable 38-1	1	15		IMGT000253	-
Pongo abelii	TRAV38-2	F	Pongo abelii T cell receptor alpha variable 38-2	1	15		IMGT000253	-
Pongo abelii	TRAV39	F	Pongo abelii T cell receptor alpha variable 39	2	15		IMGT000253	-
Pongo abelii	TRAV4	ORF	Pongo abelii T cell receptor alpha variable 4	1	15		IMGT000253	-
Pongo abelii	TRAV40	F	Pongo abelii T cell receptor alpha variable 40	2	15		IMGT000253	-
Pongo abelii	TRAV41	F	Pongo abelii T cell receptor alpha variable 41	2	15		IMGT000253	-
Pongo abelii	TRAV46	P	Pongo abelii T cell receptor alpha variable 46	1	15		IMGT000253	-
Pongo abelii	TRAV5	F	Pongo abelii T cell receptor alpha variable 5	1	15		IMGT000253	-
Pongo abelii	TRAV6	F	Pongo abelii T cell receptor alpha variable 6	1	15		IMGT000253	-
Pongo abelii	TRAV7	F	Pongo abelii T cell receptor alpha variable 7	1	15		IMGT000253	-
Pongo abelii	TRAV8-1	P	Pongo abelii T cell receptor alpha variable 8-1	2	15		IMGT000253	-
Pongo abelii	TRAV8-2	F	Pongo abelii T cell receptor alpha variable 8-2	2	15		IMGT000253	-
Pongo abelii	TRAV8-3	F	Pongo abelii T cell receptor alpha variable 8-3	2	15		IMGT000253	-
Pongo abelii	TRAV8-4	P	Pongo abelii T cell receptor alpha variable 8-4	2	15		IMGT000253	-
Pongo abelii	TRAV8-5	F	Pongo abelii T cell receptor alpha variable 8-5	2	15		IMGT000253	-
Pongo abelii	TRAV8-6	P	Pongo abelii T cell receptor alpha variable 8-6	1	15		IMGT000253	-
Pongo abelii	TRAV8-7	F	Pongo abelii T cell receptor alpha variable 8-7	2	15		IMGT000253	-
Pongo abelii	TRAV8-8	P	Pongo abelii T cell receptor alpha variable 8-8	1	15		IMGT000253	-
Pongo abelii	TRAV8-9	F	Pongo abelii T cell receptor alpha variable 8-9	1	15		IMGT000253	-
Pongo abelii	TRAV9-1	F	Pongo abelii T cell receptor alpha variable 9-1	2	15		IMGT000253	-
Pongo abelii	TRAV9-2	F	Pongo abelii T cell receptor alpha variable 9-2	2	15		IMGT000253	-
Pongo abelii	TRAVA	P	Pongo abelii T cell receptor alpha variable A	2	15		IMGT000253	-
Pongo abelii	TRAVB	P	Pongo abelii T cell receptor alpha variable B	2	15		IMGT000253	-
Pongo abelii	TRAVC	P	Pongo abelii T cell receptor alpha variable C	1	15		IMGT000253	-
Pongo abelii	TRAVD	P	Pongo abelii T cell receptor alpha variable D	1	15		IMGT000253	-
Pongo abelii	TRBC1	F	Pongo abelii T cell receptor beta constant 1	3	6		BK075128	-
Pongo abelii	TRBC2	F	Pongo abelii T cell receptor beta constant 2	3	6		BK075128	-
Pongo abelii	TRBD1	F	Pongo abelii T cell receptor beta diversity 1	1	6		BK075128	-
Pongo abelii	TRBD2	F	Pongo abelii T cell receptor beta diversity 2	2	6		BK075128	-
Pongo abelii	TRBJ1-1	P	Pongo abelii T cell receptor beta joining 1-1	1	6		BK075128	-
Pongo abelii	TRBJ1-2	F	Pongo abelii T cell receptor beta joining 1-2	1	6		BK075128	-
Pongo abelii	TRBJ1-3	F	Pongo abelii T cell receptor beta joining 1-3	1	6		BK075128	-
Pongo abelii	TRBJ1-4	F	Pongo abelii T cell receptor beta joining 1-4	1	6		BK075128	-
Pongo abelii	TRBJ1-5	F	Pongo abelii T cell receptor beta joining 1-5	3	6		BK075128	-
Pongo abelii	TRBJ1-6	F	Pongo abelii T cell receptor beta joining 1-6	1	6		BK075128	-
Pongo abelii	TRBJ2-1	F  P	Pongo abelii T cell receptor beta joining 2-1	2	6		BK075128	-
Pongo abelii	TRBJ2-2	F	Pongo abelii T cell receptor beta joining 2-2	1	6		BK075128	-
Pongo abelii	TRBJ2-3	ORF	Pongo abelii T cell receptor beta joining 2-3	1	6		BK075128	-
Pongo abelii	TRBJ2-4	F	Pongo abelii T cell receptor beta joining 2-4	1	6		BK075128	-
Pongo abelii	TRBJ2-5	F	Pongo abelii T cell receptor beta joining 2-5	2	6		BK075128	-
Pongo abelii	TRBJ2-6	F	Pongo abelii T cell receptor beta joining 2-6	1	6		BK075128	-
Pongo abelii	TRBJ2-7	F	Pongo abelii T cell receptor beta joining 2-7	1	6		BK075128	-
Pongo abelii	TRBJ2-8	F	Pongo abelii T cell receptor beta joining 2-8	1	6		BK075128	-
Pongo abelii	TRBV1-1	P	Pongo abelii T cell receptor beta variable 1-1	2	6		BK075128	-
Pongo abelii	TRBV1-2	P	Pongo abelii T cell receptor beta variable 1-2	1	6		BK075128	-
Pongo abelii	TRBV1-2-1	P	Pongo abelii T cell receptor beta variable 1-2-1	1	6		BK075129	-
Pongo abelii	TRBV1-2-2	P	Pongo abelii T cell receptor beta variable 1-2-2	1	6		BK075129	-
Pongo abelii	TRBV1-3	P	Pongo abelii T cell receptor beta variable 1-3	3	6		BK075128	-
Pongo abelii	TRBV1-4	P	Pongo abelii T cell receptor beta variable 1-4	2	6		BK075128	-
Pongo abelii	TRBV10-1	F	Pongo abelii T cell receptor beta variable 10-1	1	6		BK075128	-
Pongo abelii	TRBV10-2	ORF	Pongo abelii T cell receptor beta variable 10-2	4	6		BK075128	-
Pongo abelii	TRBV10-3	ORF	Pongo abelii T cell receptor beta variable 10-3	2	6		BK075128	-
Pongo abelii	TRBV11-1	P	Pongo abelii T cell receptor beta variable 11-1	3	6		BK075128	-
Pongo abelii	TRBV11-2	ORF	Pongo abelii T cell receptor beta variable 11-2	1	6		BK075128	-
Pongo abelii	TRBV11-3	F	Pongo abelii T cell receptor beta variable 11-3	1	6		BK075128	-
Pongo abelii	TRBV12-1	P	Pongo abelii T cell receptor beta variable 12-1	3	6		BK075128	-
Pongo abelii	TRBV12-2	ORF	Pongo abelii T cell receptor beta variable 12-2	2	6		BK075128	-
Pongo abelii	TRBV12-3	F	Pongo abelii T cell receptor beta variable 12-3	3	6		BK075128	-
Pongo abelii	TRBV12-4	ORF	Pongo abelii T cell receptor beta variable 12-4	2	6		BK075128	-
Pongo abelii	TRBV12-5	F	Pongo abelii T cell receptor beta variable 12-5	2	6		BK075128	-
Pongo abelii	TRBV12-6	F	Pongo abelii T cell receptor beta variable 12-6	3	6		BK075128	-
Pongo abelii	TRBV12-7	F	Pongo abelii T cell receptor beta variable 12-7	1	6		BK075128	-
Pongo abelii	TRBV13	F	Pongo abelii T cell receptor beta variable 13	2	6		BK075128	-
Pongo abelii	TRBV14	F	Pongo abelii T cell receptor beta variable 14	3	6		BK075128	-
Pongo abelii	TRBV15	F	Pongo abelii T cell receptor beta variable 15	1	6		BK075128	-
Pongo abelii	TRBV16	F	Pongo abelii T cell receptor beta variable 16	1	6		BK075128	-
Pongo abelii	TRBV17	P	Pongo abelii T cell receptor beta variable 17	2	6		BK075128	-
Pongo abelii	TRBV18	F	Pongo abelii T cell receptor beta variable 18	2	6		BK075128	-
Pongo abelii	TRBV19	F	Pongo abelii T cell receptor beta variable 19	2	6		BK075128	-
Pongo abelii	TRBV2-1	F	Pongo abelii T cell receptor beta variable 2-1	2	6		BK075128	-
Pongo abelii	TRBV2-2	F	Pongo abelii T cell receptor beta variable 2-2	2	6		BK075128	-
Pongo abelii	TRBV2-2-1	F	Pongo abelii T cell receptor beta variable 2-2-1	1	6		BK075129	-
